,train_samples,params,perf_train_runtime,model_size,seed,train_frac,index,man_validation_samples_php_researcher_1,classification_report_php_researcher_1,macro_f1_php_researcher_1,roc-auc_php_researcher_1,perf_predict_runtime_php_researcher_1,timeit_runtime_php_researcher_1,man_validation_samples_php_researcher_2,classification_report_php_researcher_2,macro_f1_php_researcher_2,roc-auc_php_researcher_2,perf_predict_runtime_php_researcher_2,timeit_runtime_php_researcher_2
0,6250,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1.0778391470084898,5.2125078125,516,6250,0,6190,"{""artifact"": {""precision"": 0.9765801354401806, ""recall"": 0.8189777567439659, ""f1-score"": 0.8908622908622909, ""support"": 4226}, ""text"": {""precision"": 0.7108843537414966, ""recall"": 0.9577393075356415, ""f1-score"": 0.8160520607375271, ""support"": 1964}, ""accuracy"": 0.8630048465266559, ""macro avg"": {""precision"": 0.8437322445908386, ""recall"": 0.8883585321398038, ""f1-score"": 0.853457175799909, ""support"": 6190}, ""weighted avg"": {""precision"": 0.8922785982420843, ""recall"": 0.8630048465266559, ""f1-score"": 0.8671260562960492, ""support"": 6190}}",0.853457175799909,0.8883585321398038,0.43515090603614226,0.4349996639008168,6189,"{""artifact"": {""precision"": 0.9669584863033042, ""recall"": 0.8156264888041924, ""f1-score"": 0.8848688461041478, ""support"": 4198}, ""text"": {""precision"": 0.7077039274924471, ""recall"": 0.9412355600200905, ""f1-score"": 0.8079327441258892, ""support"": 1991}, ""accuracy"": 0.8560349006301503, ""macro avg"": {""precision"": 0.8373312068978757, ""recall"": 0.8784310244121414, ""f1-score"": 0.8464007951150185, ""support"": 6189}, ""weighted avg"": {""precision"": 0.8835563491902947, ""recall"": 0.8560349006301503, ""f1-score"": 0.8601185182581771, ""support"": 6189}}",0.8464007951150185,0.8784310244121415,0.4386823640088551,0.43558070200379007
0,6250,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1.0979464309639297,5.3481123046875,762,6250,1,6190,"{""artifact"": {""precision"": 0.967767929089444, ""recall"": 0.8525792711784194, ""f1-score"": 0.906529123160146, ""support"": 4226}, ""text"": {""precision"": 0.7474665585731658, ""recall"": 0.9389002036659878, ""f1-score"": 0.8323177612277138, ""support"": 1964}, ""accuracy"": 0.879967689822294, ""macro avg"": {""precision"": 0.8576172438313049, ""recall"": 0.8957397374222036, ""f1-score"": 0.86942344219393, ""support"": 6190}, ""weighted avg"": {""precision"": 0.897869400544376, ""recall"": 0.879967689822294, ""f1-score"": 0.8829829010542822, ""support"": 6190}}",0.86942344219393,0.8957397374222036,0.43005656299646944,0.42565985170076603,6189,"{""artifact"": {""precision"": 0.9655919804930913, ""recall"": 0.8489757027155789, ""f1-score"": 0.903536569907466, ""support"": 4198}, ""text"": {""precision"": 0.7461969575660529, ""recall"": 0.9362129583124058, ""f1-score"": 0.8304744932056137, ""support"": 1991}, ""accuracy"": 0.8770399095168848, ""macro avg"": {""precision"": 0.855894469029572, ""recall"": 0.8925943305139923, ""f1-score"": 0.8670055315565399, ""support"": 6189}, ""weighted avg"": {""precision"": 0.8950126477014071, ""recall"": 0.8770399095168848, ""f1-score"": 0.8800325151791759, ""support"": 6189}}",0.8670055315565399,0.8925943305139923,0.4293648000457324,0.42845917550148443
0,6250,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1.1152080500032753,5.291818359375,574,6250,2,6190,"{""artifact"": {""precision"": 0.9649932157394844, ""recall"": 0.8414576431613819, ""f1-score"": 0.8990013904689672, ""support"": 4226}, ""text"": {""precision"": 0.7325349301397206, ""recall"": 0.9343177189409368, ""f1-score"": 0.8212127992839562, ""support"": 1964}, ""accuracy"": 0.8709208400646203, ""macro avg"": {""precision"": 0.8487640729396024, ""recall"": 0.8878876810511593, ""f1-score"": 0.8601070948764618, ""support"": 6190}, ""weighted avg"": {""precision"": 0.8912374689029843, ""recall"": 0.8709208400646203, ""f1-score"": 0.8743201637989573, ""support"": 6190}}",0.8601070948764618,0.8878876810511594,0.4280226480332203,0.4280450296006165,6189,"{""artifact"": {""precision"": 0.9650368751707183, ""recall"": 0.8415912339209147, ""f1-score"": 0.8990965771726682, ""support"": 4198}, ""text"": {""precision"": 0.7369462025316456, ""recall"": 0.9357106981416373, ""f1-score"": 0.8245186988271741, ""support"": 1991}, ""accuracy"": 0.8718694457909194, ""macro avg"": {""precision"": 0.850991538851182, ""recall"": 0.888650966031276, ""f1-score"": 0.8618076379999211, ""support"": 6189}, ""weighted avg"": {""precision"": 0.8916601536931946, ""recall"": 0.8718694457909194, ""f1-score"": 0.8751048893740127, ""support"": 6189}}",0.8618076379999211,0.8886509660312759,0.4309613259974867,0.43289170960197226
0,6250,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1.1547433669911698,5.37709375,617,6250,3,6190,"{""artifact"": {""precision"": 0.9859465417470378, ""recall"": 0.8466635115948887, ""f1-score"": 0.9110120942075112, ""support"": 4226}, ""text"": {""precision"": 0.7469738383443967, ""recall"": 0.9740325865580448, ""f1-score"": 0.845524861878453, ""support"": 1964}, ""accuracy"": 0.887075928917609, ""macro avg"": {""precision"": 0.8664601900457172, ""recall"": 0.9103480490764668, ""f1-score"": 0.8782684780429821, ""support"": 6190}, ""weighted avg"": {""precision"": 0.9101238617013533, ""recall"": 0.887075928917609, ""f1-score"": 0.8902339158077905, ""support"": 6190}}",0.8782684780429821,0.9103480490764668,0.4269317960133776,0.42916845589643343,6189,"{""artifact"": {""precision"": 0.9746206896551725, ""recall"": 0.8415912339209147, ""f1-score"": 0.9032340534321872, ""support"": 4198}, ""text"": {""precision"": 0.7406396255850234, ""recall"": 0.9537920642893019, ""f1-score"": 0.8338090010976948, ""support"": 1991}, ""accuracy"": 0.8776862174826304, ""macro avg"": {""precision"": 0.857630157620098, ""recall"": 0.8976916491051083, ""f1-score"": 0.868521527264941, ""support"": 6189}, ""weighted avg"": {""precision"": 0.8993490304915488, ""recall"": 0.8776862174826304, ""f1-score"": 0.8809000286789195, ""support"": 6189}}",0.868521527264941,0.8976916491051083,0.43174678599461913,0.4300809632986784
0,6250,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1.1516438570106402,5.45900390625,634,6250,4,6190,"{""artifact"": {""precision"": 0.9732477260567148, ""recall"": 0.8608613345953621, ""f1-score"": 0.9136112506278252, ""support"": 4226}, ""text"": {""precision"": 0.7601957585644372, ""recall"": 0.9490835030549898, ""f1-score"": 0.8442028985507246, ""support"": 1964}, ""accuracy"": 0.8888529886914378, ""macro avg"": {""precision"": 0.866721742310576, ""recall"": 0.904972418825176, ""f1-score"": 0.8789070745892749, ""support"": 6190}, ""weighted avg"": {""precision"": 0.90564933120133, ""recall"": 0.8888529886914378, ""f1-score"": 0.8915889560431037, ""support"": 6190}}",0.8789070745892749,0.904972418825176,0.43060251499991864,0.4298499100026675,6189,"{""artifact"": {""precision"": 0.9661016949152542, ""recall"": 0.8554073368270605, ""f1-score"": 0.907391029690461, ""support"": 4198}, ""text"": {""precision"": 0.7544498381877023, ""recall"": 0.9367152184831743, ""f1-score"": 0.8357606990813353, ""support"": 1991}, ""accuracy"": 0.8815640652771045, ""macro avg"": {""precision"": 0.8602757665514782, ""recall"": 0.8960612776551173, ""f1-score"": 0.8715758643858982, ""support"": 6189}, ""weighted avg"": {""precision"": 0.898013337063492, ""recall"": 0.8815640652771045, ""f1-score"": 0.8843475673794626, ""support"": 6189}}",0.8715758643858982,0.8960612776551173,0.4358300870517269,0.4309581847977825
0,6250,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1.1620811269967817,5.1643837890625,678,6250,5,6190,"{""artifact"": {""precision"": 0.9748322147651006, ""recall"": 0.8248935163274964, ""f1-score"": 0.8936170212765957, ""support"": 4226}, ""text"": {""precision"": 0.7169089517980107, ""recall"": 0.9541751527494908, ""f1-score"": 0.818698121450415, ""support"": 1964}, ""accuracy"": 0.8659127625201939, ""macro avg"": {""precision"": 0.8458705832815556, ""recall"": 0.8895343345384936, ""f1-score"": 0.8561575713635053, ""support"": 6190}, ""weighted avg"": {""precision"": 0.8929967885183535, ""recall"": 0.8659127625201939, ""f1-score"": 0.8698463073414392, ""support"": 6190}}",0.8561575713635053,0.8895343345384936,0.43025665800087154,0.4279916329018306,6189,"{""artifact"": {""precision"": 0.9661443760492445, ""recall"": 0.8225345402572654, ""f1-score"": 0.8885743695316521, ""support"": 4198}, ""text"": {""precision"": 0.7151051625239006, ""recall"": 0.9392265193370166, ""f1-score"": 0.8119843682153713, ""support"": 1991}, ""accuracy"": 0.8600743254160608, ""macro avg"": {""precision"": 0.8406247692865725, ""recall"": 0.8808805297971409, ""f1-score"": 0.8502793688735117, ""support"": 6189}, ""weighted avg"": {""precision"": 0.8853851137889505, ""recall"": 0.8600743254160608, ""f1-score"": 0.8639353821959412, ""support"": 6189}}",0.8502793688735117,0.880880529797141,0.4317579469643533,0.42879780239891263
0,6250,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1.1285948290023953,5.3664775390625,154,6250,6,6190,"{""artifact"": {""precision"": 0.9712918660287081, ""recall"": 0.8646474207288216, ""f1-score"": 0.9148723084626941, ""support"": 4226}, ""text"": {""precision"": 0.7644151565074135, ""recall"": 0.945010183299389, ""f1-score"": 0.8451730418943534, ""support"": 1964}, ""accuracy"": 0.8901453957996769, ""macro avg"": {""precision"": 0.8678535112680608, ""recall"": 0.9048288020141053, ""f1-score"": 0.8800226751785237, ""support"": 6190}, ""weighted avg"": {""precision"": 0.9056527937347141, ""recall"": 0.8901453957996769, ""f1-score"": 0.8927577107986842, ""support"": 6190}}",0.8800226751785237,0.9048288020141053,0.43233271304052323,0.42837819120031784,6189,"{""artifact"": {""precision"": 0.9640766365087813, ""recall"": 0.8630300142925202, ""f1-score"": 0.9107591754650579, ""support"": 4198}, ""text"": {""precision"": 0.7634718222953517, ""recall"": 0.9321948769462581, ""f1-score"": 0.8394391677973767, ""support"": 1991}, ""accuracy"": 0.8852803360801422, ""macro avg"": {""precision"": 0.8637742294020665, ""recall"": 0.8976124456193892, ""f1-score"": 0.8750991716312173, ""support"": 6189}, ""weighted avg"": {""precision"": 0.8995421099133801, ""recall"": 0.8852803360801422, ""f1-score"": 0.8878155439791389, ""support"": 6189}}",0.8750991716312173,0.8976124456193892,0.43456377304391935,0.42939668699982575
0,6250,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1.2042078810045496,5.4465986328125,249,6250,7,6190,"{""artifact"": {""precision"": 0.9725533684502357, ""recall"": 0.8300993847610033, ""f1-score"": 0.895697689263373, ""support"": 4226}, ""text"": {""precision"": 0.7220286488579172, ""recall"": 0.9495926680244399, ""f1-score"": 0.8203210908291181, ""support"": 1964}, ""accuracy"": 0.8680129240710824, ""macro avg"": {""precision"": 0.8472910086540764, ""recall"": 0.8898460263927216, ""f1-score"": 0.8580093900462455, ""support"": 6190}, ""weighted avg"": {""precision"": 0.8930653960303142, ""recall"": 0.8680129240710824, ""f1-score"": 0.8717817539927951, ""support"": 6190}}",0.8580093900462455,0.8898460263927216,0.42733199399663135,0.4286092611029744,6189,"{""artifact"": {""precision"": 0.9700950251537171, ""recall"": 0.8268222963315864, ""f1-score"": 0.8927469135802469, ""support"": 4198}, ""text"": {""precision"": 0.721562619685944, ""recall"": 0.946258161727775, ""f1-score"": 0.8187744458930899, ""support"": 1991}, ""accuracy"": 0.8652447891420262, ""macro avg"": {""precision"": 0.8458288224198306, ""recall"": 0.8865402290296807, ""f1-score"": 0.8557606797366684, ""support"": 6189}, ""weighted avg"": {""precision"": 0.8901422025189883, ""recall"": 0.8652447891420262, ""f1-score"": 0.868949986263212, ""support"": 6189}}",0.8557606797366684,0.8865402290296808,0.43364511599065736,0.4285690108023118
0,6250,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1.1544758579693735,5.4297001953125,961,6250,8,6190,"{""artifact"": {""precision"": 0.9657497303128371, ""recall"": 0.8473734027449125, ""f1-score"": 0.9026972523317368, ""support"": 4226}, ""text"": {""precision"": 0.7401289282836422, ""recall"": 0.935336048879837, ""f1-score"": 0.8263607737291947, ""support"": 1964}, ""accuracy"": 0.8752827140549273, ""macro avg"": {""precision"": 0.8529393292982397, ""recall"": 0.8913547258123747, ""f1-score"": 0.8645290130304657, ""support"": 6190}, ""weighted avg"": {""precision"": 0.894163420912944, ""recall"": 0.8752827140549273, ""f1-score"": 0.8784767605748075, ""support"": 6190}}",0.8645290130304657,0.8913547258123747,0.4291261130128987,0.4267391014029272,6189,"{""artifact"": {""precision"": 0.9593606068816039, ""recall"": 0.8434969032872797, ""f1-score"": 0.8977056661173786, ""support"": 4198}, ""text"": {""precision"": 0.7369895916733387, ""recall"": 0.9246609743847313, ""f1-score"": 0.8202272220984628, ""support"": 1991}, ""accuracy"": 0.8696073679108095, ""macro avg"": {""precision"": 0.8481750992774713, ""recall"": 0.8840789388360055, ""f1-score"": 0.8589664441079207, ""support"": 6189}, ""weighted avg"": {""precision"": 0.8878238979981564, ""recall"": 0.8696073679108095, ""f1-score"": 0.8727808669508474, ""support"": 6189}}",0.8589664441079207,0.8840789388360055,0.4343716469593346,0.42975332850473935
0,6250,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",1.164666288997978,5.3885751953125,401,6250,9,6190,"{""artifact"": {""precision"": 0.9690834473324214, ""recall"": 0.8381448177946048, ""f1-score"": 0.8988707016876031, ""support"": 4226}, ""text"": {""precision"": 0.7301775147928994, ""recall"": 0.9424643584521385, ""f1-score"": 0.8228495221160258, ""support"": 1964}, ""accuracy"": 0.8712439418416801, ""macro avg"": {""precision"": 0.8496304810626604, ""recall"": 0.8903045881233717, ""f1-score"": 0.8608601119018144, ""support"": 6190}, ""weighted avg"": {""precision"": 0.893281952743145, ""recall"": 0.8712439418416801, ""f1-score"": 0.8747502498816939, ""support"": 6190}}",0.8608601119018144,0.8903045881233717,0.43345465301536024,0.4284952399029862,6189,"{""artifact"": {""precision"": 0.9669148056244831, ""recall"": 0.8353978084802287, ""f1-score"": 0.8963578274760384, ""support"": 4198}, ""text"": {""precision"": 0.7302888368462139, ""recall"": 0.939728779507785, ""f1-score"": 0.8218756863606413, ""support"": 1991}, ""accuracy"": 0.8689610599450638, ""macro avg"": {""precision"": 0.8486018212353486, ""recall"": 0.8875632939940068, ""f1-score"": 0.8591167569183399, ""support"": 6189}, ""weighted avg"": {""precision"": 0.8907922811718196, ""recall"": 0.8689610599450638, ""f1-score"": 0.8723969383241955, ""support"": 6189}}",0.8591167569183399,0.8875632939940069,0.43008090200601146,0.42731664269813335
